文本ID,简体中文,繁体中文,英文,俄语,西班牙语西班牙,葡萄牙语巴西,德语,日语,法语,波兰语,韩语,土耳其语,西班牙语拉丁美洲,乌克兰语,意大利语,捷克语,葡萄牙语葡萄牙,匈牙利语
5070,平平无奇的靴子，装得下行走千里的大野心，也愿托住安居一隅的小夙愿,平平無奇的靴子，裝得下行走千里的大野心，也願托住安居一隅的小夙願,"An ordinary boot, big enough to hold a thousand-mile ambition, yet willing to cradle a small wish to stay.","Обычный сапог, достаточно большой, чтобы вместить амбицию пройти тысячу миль, но готовый убаюкать маленькое желание остаться.","Una bota común, lo suficientemente grande para albergar una ambición de mil millas, pero dispuesta a acunar un pequeño deseo de quedarse.","Uma bota comum, grande o suficiente para conter uma ambição de mil milhas, mas disposta a acalentar um pequeno desejo de ficar.","Ein gewöhnlicher Stiefel, groß genug, um den Ehrgeiz für tausend Meilen zu fassen, doch bereit, einen kleinen Wunsch zu bleiben zu wiegen.",平凡なブーツ、千里を行く大いなる野心を収めるにも十分で、片隅に留まる小さな願いをもそっと支える。,"Une botte ordinaire, assez grande pour contenir une ambition de mille lieues, mais prête à bercer un petit désir de rester.","Zwykły but, wystarczająco duży, by pomieścić ambicję przejścia tysiąca mil, a jednak gotowy utulić małe pragnienie pozostania.","평범한 장화입니다. 천 리를 걷는 큰 야망도 담아낼 만큼 크지만, 머물고자 하는 작은 소원도 감싸 주고 싶어 합니다.","Sıradan bir bot, bin millik bir tutkuyu barındıracak kadar büyük, ama aynı zamanda küçük bir kalma arzusunu kucaklamaya gönüllü.","Una bota común, lo suficientemente grande para albergar una ambición de mil millas, pero dispuesta a acunar un pequeño deseo de quedarse.","Звичайний чобіт, досить великий, щоб вмістити амбіцію пройти тисячу миль, але готовий заколисати маленьке бажання залишитися.","Uno stivale comune, abbastanza grande da contenere un'ambizione di mille miglia, ma disposto a cullare un piccolo desiderio di restare.","Obyčejná bota, dost velká na to, aby pojala ambici ujít tisíc mil, ale ochotná pohoupat malé přání zůstat.","Uma bota comum, grande o suficiente para conter uma ambição de mil milhas, mas disposta a acalentar um pequeno desejo de ficar.","Egy hétköznapi csizma, elég nagy ahhoz, hogy befogadjon egy ezer mérföldes ambíciót, de hajlandó ringatni egy kis maradási vágyat is."
5071,书堆,書堆,Book Stack,Стопка книг,Montón de libros,Pilha de Livros,Bücherstapel,積まれた本,Pile de livres,Stos książek,책 더미,Kitap Yığını,Montón de libros,Стопка книг,Pila di libri,Hromada knih,Pilha de Livros,Könyvkupac
5072,高高叠起的书页，总有几本被拿起，又有几本被忘却,高高疊起的書頁，總有幾本被拿起，又有幾本被忘卻,"Among the towering books, a few are picked up, and a few are lost to time.","Среди возвышающихся книг некоторые берут в руки, а некоторые теряются во времени.","Entre los libros que se alzan, algunos son tomados y otros se pierden en el tiempo.","Entre os livros empilhados, alguns são pegos, e outros se perdem no tempo.","Unter den aufragenden Büchern werden einige in die Hand genommen, andere gehen mit der Zeit verloren.",積み上げられた本の中には、手に取られるものもあれば、時の流れに消えるものもある。,"Parmi les livres qui s'élèvent, certains sont pris, d'autres se perdent dans le temps.","Wśród piętrzących się książek niektóre są brane do ręki, a inne giną w czasie.","높이 쌓인 책들 중에는 손에 들려지는 것도 있고, 시간 속으로 사라지는 것도 있습니다.","Yükselen kitapların arasında bazıları alınır, bazıları ise zamana karışır.","Entre los libros que se alzan, algunos son tomados y otros se pierden en el tiempo.","Серед книг, що височіють, деякі беруть до рук, а деякі губляться в часі.","Tra i libri che si innalzano, alcuni vengono presi, altri si perdono nel tempo.","Mezi tyčícími se knihami jsou některé vzaty do ruky, jiné ztraceny v čase.","Entre os livros empilhados, alguns são pegados, outros perdem-se no tempo.","A magasba tornyosuló könyvek között van, amelyiket kézbe vesznek, és van, amelyik elveszik az időben."
5073,太阳伞,太陽傘,Patio umbrella,Зонт для патио,Sombrilla de terraza,Guarda-sol de Pátio,Gartenschirm,パティオパラソル,Parapluie de terrasse,Parasol ogrodowy,파티오 우산,Bahçe Şemsiyesi,Sombrilla de terraza,Парасоля для патіо,Ombrellone da patio,Zahradní slunečník,Guarda-sol de Pátio,Terasz napernyő
5074,小花伞捧住了光，接下了雨，腾出一片空来，让风与树叶起舞,小花傘捧住了光，接下了雨，騰出一片空來，讓風與樹葉起舞,"A little parasol catches the light, holds the rain, and makes room for the wind to dance with the leaves.","Маленький зонтик ловит свет, удерживает дождь и освобождает место для танца ветра с листьями.","Una pequeña sombrilla atrapa la luz, retiene la lluvia y hace espacio para que el viento baile con las hojas.","Um pequeno guarda-sol pega a luz, segura a chuva e abre espaço para o vento dançar com as folhas.","Ein kleiner Sonnenschirm fängt das Licht, hält den Regen und macht Platz für den Tanz des Windes mit den Blättern.",小さなパラソルは光を捉え、雨を受け止め、風が葉と踊る場所を作る。,"Un petit parasol attrape la lumière, retient la pluie et fait de la place pour que le vent danse avec les feuilles.","Mały parasol chwyta światło, zatrzymuje deszcz i robi miejsce, by wiatr tańczył z liśćmi.","작은 파라솔은 빛을 받아들이고, 비를 머금으며, 바람이 나뭇잎과 춤출 공간을 마련합니다.","Küçük bir şemsiye ışığı yakalar, yağmuru tutar ve rüzgârın yapraklarla dans etmesi için yer açar.","Una pequeña sombrilla atrapa la luz, retiene la lluvia y hace espacio para que el viento baile con las hojas.","Маленька парасолька ловить світло, тримає дощ і звільняє місце для танцю вітру з листям.","Un piccolo ombrellone cattura la luce, trattiene la pioggia e fa spazio per far danzare il vento con le foglie.","Malý slunečník chytá světlo, drží déšť a dělá místo pro tanec větru s listím.","Um pequeno guarda-sol apanha a luz, segura a chuva e abre espaço para o vento dançar com as folhas.","Egy kis napernyő felfogja a fényt, megtartja az esőt, és teret ad a szélnek, hogy táncoljon a levelekkel."
5075,木门,木門,Wooden Door,Деревянная дверь,Puerta de madera,Porta de Madeira,Holztür,木の扉,Porte en bois,Drewniane drzwi,나무 문,Ahşap Kapı,Puerta de madera,Дерев'яні двері,Porta di legno,Dřevěné dveře,Porta de Madeira,Fa ajtó
5076,在往常，它的职责是把守内外的分界——现在它退休了,在往常，它的職責是把守內外的分界——現在它退休了,It used to guard the boundary between inside and out—now it’s retired.,Раньше он охранял границу между внутренним и внешним — теперь он на пенсии.,Solía vigilar la frontera entre dentro y fuera—ahora está jubilada.,Costumava guardar a fronteira entre dentro e fora—agora está aposentada.,Früher bewachte sie die Grenze zwischen innen und außen – jetzt ist sie im Ruhestand.,かつては内と外の境界を守っていた——今は引退した。,"Autrefois, elle gardait la frontière entre l'intérieur et l'extérieur – maintenant elle est à la retraite.",Kiedyś strzegł granicy między wnętrzem a zewnętrzem – teraz jest na emeryturze.,"예전에는 안과 밖의 경계를 지키는 일을 했지만, 지금은 은퇴했습니다.",Eskiden içerisi ve dışarısı arasındaki sınırı korurdu – şimdi emekli oldu.,Solía vigilar la frontera entre dentro y fuera—ahora está jubilada.,Раніше він охороняв кордон між внутрішнім і зовнішнім — тепер він на пенсії.,Un tempo custodiva il confine tra dentro e fuori – ora è in pensione.,Dříve hlídala hranici mezi vnitřkem a vnějškem – teď je v důchodu.,Costumava guardar a fronteira entre dentro e fora — agora está reformada.,Korábban őrködött a belső és külső határán – most nyugdíjba vonult.
5077,灯牌,燈牌,Signboard,Вывеска,Cartel,Placa de Sinalização,Schild,看板,Enseigne,Szyld,간판,Tabela,Cartel,Вивіска,Insegna,Cedule,Placa de Sinalização,Tábla
5078,导引的去处虽已不复存在，承载的记忆仍令人流连,導引的去處雖已不復存在，承載的記憶仍令人流連,"The destination it guided is no more, but the memories it carries still linger.","Место, к которому оно вело, больше не существует, но воспоминания, которые оно хранит, всё ещё живут.","El destino que guiaba ya no existe, pero los recuerdos que lleva aún perduran.","O destino que guiava já não existe, mas as memórias que carrega ainda perduram.","Das Ziel, das es wies, gibt es nicht mehr, aber die Erinnerungen, die es trägt, verweilen noch.",それが導いていた場所はもうないが、それが刻んできた記憶は今も残る。,"La destination qu'elle indiquait n'existe plus, mais les souvenirs qu'elle porte persistent encore.","Miejsce, które wskazywało, już nie istnieje, ale wspomnienia, które niesie, wciąż trwają.","안내하던 곳은 사라졌지만, 간판이 간직한 기억은 여전히 남아 있습니다.","Rehberlik ettiği yer artık yok, ama taşıdığı anılar hâlâ varlığını sürdürüyor.","El destino que guiaba ya no existe, pero los recuerdos que lleva aún perduran.","Місце, до якого воно вело, більше не існує, але спогади, які воно несе, все ще залишаються.","La destinazione che indicava non esiste più, ma i ricordi che custodisce persistono ancora.","Místo, které ukazovalo, už neexistuje, ale vzpomínky, které nese, stále přetrvávají.","O destino que guiava já não existe, mas as memórias que carrega ainda perduram.","A hely, amelyre mutatott, már nincs meg, de az emlékek, amelyeket hordoz, még mindig tovább élnek."
5079,浴缸,浴缸,Bathtub,Ванна,Bañera,Banheira,Badewanne,バスタブ,Baignoire,Wanna,욕조,Küvet,Bañera,Ванна,Vasca da bagno,Vana,Banheira,Kád
5080,日光！泡泡！浴缸！完美的组合~,日光！泡泡！浴缸！完美的組合~,Sunlight! Bubbles! Bathtub! The perfect combo~,Солнечный свет! Пузырьки! Ванна! Идеальное сочетание~,¡Luz solar! ¡Burbujas! ¡Bañera! La combinación perfecta~,Luz solar! Bolhas! Banheira! A combinação perfeita~,Sonnenschein! Blasen! Badewanne! Die perfekte Kombination~,日光！泡！バスタブ！完璧なコンボ〜,Lumière du soleil ! Bulles ! Baignoire ! Le combo parfait~,Słońce! Bąbelki! Wanna! Idealne połączenie~,햇살! 거품! 욕조! 완벽한 조합이야~,Güneş ışığı! Köpükler! Küvet! Mükemmel birleşim~,¡Luz solar! ¡Burbujas! ¡Bañera! La combinación perfecta~,Сонячне світло! Пухирці! Ванна! Ідеальна комбінація~,Luce del sole! Bolle! Vasca! La combinazione perfetta~,Sluneční svit! Bubliny! Vana! Dokonalá kombinace~,Luz solar! Bolhas! Banheira! A combinação perfeita~,Napfény! Buborékok! Kád! Tökéletes kombó~
5081,落地灯架,落地燈架,Floor Lamp Stand,Напольный торшер,Lámpara de pie,Luminária de Chão,Stehlampe,フロアランプ,Lampadaire,Lampa podłogowa,플로어 램프,Ayaklı Lamba,Lámpara de pie,Торшер,Lampada a stelo,Stojací lampa,Luminária de Chão,Állólámpa
5082,它的灯泡丢失了，正在寻找新的光亮,它的燈泡丟失了，正在尋找新的光亮,"Its lightbulb is missing, searching for a new glow.","Её лампочка пропала, она ищет новое сияние.","Su bombilla ha desaparecido, está buscando un nuevo brillo.","Sua lâmpada está faltando, procurando um novo brilho.","Ihre Glühbirne fehlt, sie sucht einen neuen Glanz.",電球がなくなって、新しい光を探している。,"Son ampoule a disparu, elle cherche une nouvelle lueur.","Jej żarówka zaginęła, szuka nowego blasku.","전구를 잃어버리고, 새로운 빛을 찾고 있습니다.","Ampulü kayıp, yeni bir parıltı arıyor.","Su bombilla ha desaparecido, está buscando un nuevo brillo.","Її лампочка зникла, вона шукає нове сяйво.","La sua lampadina è sparita, cerca un nuovo bagliore.","Její žárovka chybí, hledá novou záři.","A sua lâmpada desapareceu, está à procura de um novo brilho.","Hiányzik a villanykörtéje, új fényt keres."
